nombres,apellidos,partido,comuna,comuna,comuna,cargo
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,LAS CONDES,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,LAS CONDES,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,LAS CONDES,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,LAS CONDES,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,LAS CONDES,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,LAS CONDES,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,LAS CONDES,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,LAS CONDES,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,LO BARNECHEA,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,LO BARNECHEA,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,LO BARNECHEA,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,LO BARNECHEA,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,LO BARNECHEA,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,LO BARNECHEA,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,LO BARNECHEA,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,LO BARNECHEA,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,PEÑALOLEN,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,PEÑALOLEN,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,PEÑALOLEN,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,PEÑALOLEN,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,PEÑALOLEN,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,PEÑALOLEN,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,PEÑALOLEN,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,PEÑALOLEN,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,VITACURA,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,VITACURA,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,VITACURA,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,VITACURA,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,VITACURA,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,VITACURA,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,VITACURA,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,VITACURA,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,LA FLORIDA,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,LA FLORIDA,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,LA FLORIDA,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,LA FLORIDA,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,LA FLORIDA,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,LA FLORIDA,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,LA FLORIDA,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,LA FLORIDA,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,LA PINTANA,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,LA PINTANA,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,LA PINTANA,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,LA PINTANA,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,LA PINTANA,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,LA PINTANA,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,LA PINTANA,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,LA PINTANA,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,PIRQUE,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,PIRQUE,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,PIRQUE,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,PIRQUE,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,PIRQUE,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,PIRQUE,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,PIRQUE,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,PIRQUE,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,PUENTE ALTO,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,PUENTE ALTO,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,PUENTE ALTO,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,PUENTE ALTO,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,PUENTE ALTO,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,PUENTE ALTO,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,PUENTE ALTO,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,PUENTE ALTO,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,SAN JOSE DE MAIPO,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,SAN JOSE DE MAIPO,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,SAN JOSE DE MAIPO,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,SAN JOSE DE MAIPO,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,SAN JOSE DE MAIPO,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,SAN JOSE DE MAIPO,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,SAN JOSE DE MAIPO,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,SAN JOSE DE MAIPO,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,EL BOSQUE,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,EL BOSQUE,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,EL BOSQUE,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,EL BOSQUE,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,EL BOSQUE,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,EL BOSQUE,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,EL BOSQUE,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,EL BOSQUE,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,LA CISTERNA,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,LA CISTERNA,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,LA CISTERNA,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,LA CISTERNA,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,LA CISTERNA,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,LA CISTERNA,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,LA CISTERNA,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,LA CISTERNA,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,LO ESPEJO,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,LO ESPEJO,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,LO ESPEJO,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,LO ESPEJO,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,LO ESPEJO,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,LO ESPEJO,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,LO ESPEJO,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,LO ESPEJO,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,PEDRO AGUIRRE CERDA,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,PEDRO AGUIRRE CERDA,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,PEDRO AGUIRRE CERDA,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,PEDRO AGUIRRE CERDA,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,PEDRO AGUIRRE CERDA,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,PEDRO AGUIRRE CERDA,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,PEDRO AGUIRRE CERDA,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,PEDRO AGUIRRE CERDA,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,SAN MIGUEL,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,SAN MIGUEL,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,SAN MIGUEL,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,SAN MIGUEL,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,SAN MIGUEL,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,SAN MIGUEL,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,SAN MIGUEL,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,SAN MIGUEL,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,SAN RAMON,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,SAN RAMON,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,SAN RAMON,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,SAN RAMON,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,SAN RAMON,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,SAN RAMON,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,SAN RAMON,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,SAN RAMON,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,ALHUE,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,ALHUE,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,ALHUE,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,ALHUE,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,ALHUE,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,ALHUE,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,ALHUE,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,ALHUE,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,BUIN,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,BUIN,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,BUIN,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,BUIN,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,BUIN,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,BUIN,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,BUIN,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,BUIN,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,CALERA DE TANGO,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,CALERA DE TANGO,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,CALERA DE TANGO,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,CALERA DE TANGO,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,CALERA DE TANGO,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,CALERA DE TANGO,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,CALERA DE TANGO,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,CALERA DE TANGO,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,CURACAVI,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,CURACAVI,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,CURACAVI,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,CURACAVI,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,CURACAVI,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,CURACAVI,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,CURACAVI,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,CURACAVI,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,EL MONTE,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,EL MONTE,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,EL MONTE,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,EL MONTE,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,EL MONTE,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,EL MONTE,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,EL MONTE,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,EL MONTE,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,ISLA DE MAIPO,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,ISLA DE MAIPO,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,ISLA DE MAIPO,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,ISLA DE MAIPO,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,ISLA DE MAIPO,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,ISLA DE MAIPO,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,ISLA DE MAIPO,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,ISLA DE MAIPO,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,MARIA PINTO,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,MARIA PINTO,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,MARIA PINTO,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,MARIA PINTO,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,MARIA PINTO,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,MARIA PINTO,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,MARIA PINTO,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,MARIA PINTO,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,MELIPILLA,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,MELIPILLA,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,MELIPILLA,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,MELIPILLA,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,MELIPILLA,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,MELIPILLA,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,MELIPILLA,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,MELIPILLA,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,PADRE HURTADO,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,PADRE HURTADO,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,PADRE HURTADO,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,PADRE HURTADO,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,PADRE HURTADO,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,PADRE HURTADO,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,PADRE HURTADO,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,PADRE HURTADO,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,PAINE,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,PAINE,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,PAINE,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,PAINE,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,PAINE,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,PAINE,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,PAINE,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,PAINE,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,PEÑAFLOR,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,PEÑAFLOR,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,PEÑAFLOR,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,PEÑAFLOR,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,PEÑAFLOR,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,PEÑAFLOR,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,PEÑAFLOR,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,PEÑAFLOR,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,SAN BERNARDO,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,SAN BERNARDO,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,SAN BERNARDO,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,SAN BERNARDO,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,SAN BERNARDO,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,SAN BERNARDO,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,SAN BERNARDO,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,SAN BERNARDO,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,SAN PEDRO,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,SAN PEDRO,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,SAN PEDRO,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,SAN PEDRO,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,SAN PEDRO,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,SAN PEDRO,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,SAN PEDRO,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,SAN PEDRO,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,TALAGANTE,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,TALAGANTE,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,TALAGANTE,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,TALAGANTE,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,TALAGANTE,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,TALAGANTE,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,TALAGANTE,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,TALAGANTE,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,CERRILLOS,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,CERRILLOS,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,CERRILLOS,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,CERRILLOS,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,CERRILLOS,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,CERRILLOS,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,CERRILLOS,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,CERRILLOS,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,COLINA,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,COLINA,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,COLINA,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,COLINA,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,COLINA,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,COLINA,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,COLINA,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,COLINA,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,ESTACION CENTRAL,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,ESTACION CENTRAL,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,ESTACION CENTRAL,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,ESTACION CENTRAL,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,ESTACION CENTRAL,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,ESTACION CENTRAL,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,ESTACION CENTRAL,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,ESTACION CENTRAL,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,LAMPA,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,LAMPA,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,LAMPA,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,LAMPA,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,LAMPA,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,LAMPA,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,LAMPA,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,LAMPA,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,MAIPU,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,MAIPU,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,MAIPU,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,MAIPU,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,MAIPU,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,MAIPU,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,MAIPU,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,MAIPU,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,PUDAHUEL,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,PUDAHUEL,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,PUDAHUEL,,,
CLAUDIO RODRIGO,ROJAS FISCHER,PARTIDO DE LA GENTE,PUDAHUEL,,,
CARLOS,PICHUANTE VERDUGO,PARTIDO ALIANZA VERDE POPULAR,PUDAHUEL,,,
MACARENA,SANTELICES CAÑAS,INDEPENDIENTES,PUDAHUEL,,,
FRANCISCO,ORREGO GUTIERREZ,RENOVACION NACIONAL,PUDAHUEL,,,
CLAUDIO,ORREGO LARRAIN,INDEPENDIENTES,PUDAHUEL,,,
CATALINA,VALENZUELA MAUREIRA,PARTIDO HUMANISTA,QUILICURA,,,
RODRIGO ALEJANDRO,LOGAN SOTO,INDEPENDIENTES,QUILICURA,,,
NATHALIE PAULETTE,JOIGNANT PACHECO,FEDERACION REGIONALISTA VERDE SOCIAL,QUILICURA,,,
